Documento;Similaridade
contrat gavet prát comum brasil provoc inúmer process tribun própr nomenclat menc contrat compr vend imóvel cuj registr cartóri imóvel mencion ativ extrem prejudic compr vez trans registr imóvel pod inventari destin herd hipótes falec vend bem sofr risc alien oferec imóvel outr interess vend inclusiv própri vend pod lesion vist compr pod deix pag tax condomin impost imóvel est sujeit pag dest virtud figur propriet imóvel;0.5440902
moment realiz contrat muit pesso u contrat pront papel baix internet realiz contrat adequ ca natur juríd específ garant financ observ legal grand risc negóci pratic ocasion futur problem diver contrat aluguel compr vend promess compr realiz nenhum acompanh advog ger risc econôm imóvel negoci sempr realiz contrat princip envolv bem advog assessor;0.54341745
contrat empresar interpret mod contrat cível grand part matér direit empresar dentr códig civil lei liberdad econôm melhor red interpret códig civil assunt relaç dirig contrat con intervenç est contrat constat hipossufici part part contrat outr intuit tent equilibr acord mod just igualit regr geral contrat ocorr contrat empresar ond tod part contrat empres dev utiliz mod excepc vist maior vez relaç assimétr rar situ empres vulnerável hipossufici relaç outr empres aleg desconhec lei sab contrat assess juríd regr aqu assum relaç simétr pactu alg outr empres import ter assess juríd empresar aqu prevalec autonom vontad contrat faz lei exempl pod exceç empres permit acion dirig contrat contrat colabor franqu represent comerc ond empres depend regr jog dit outr jurisprud stj enunci 21 25 26 27 28 jorn direit comerc fábi ulho coelh andré sant cruz posicion ness sab sobr opin public déb minunci nasc;0.5428155
inform relacion direit trabalh tempor artigosdat public lancelott pres artig obje tec algum coment sobr contrat temporár trabalh via consequ esclarec algum dúv circund modal tribun region trabalh 1ª reg recurs ordin ro xxxxx20175010034 rj jurisprudênciaacórdãodat public region trabalh 1ª reg contrat trabalh tempor rescis antecip mult 40 fgt dev celebr contrat trabalh tempor praz cert dur rescis antecip import dispens just caus términ contrat trabalh tempor log trat dispens just caus dev mult 40 fgt term art 18 lei nº prov recurs interpost decret nº 10 novembr 2021 legislacaodat public republ regulament dispos relat legisl trabalh institu program permanent consolid simplific desburocr norm trabalh infraleg prêmi nacion empr faz sucess contrat praz determin conden dan moral cole notíciasdat public juríd regr geral preval direit trabalh contrat trabalh deu praz indetermin assim contrat praz determin excepc apen pod rescis antecip contrat tempor dá auxili direit inden notíciasdat public superi trabalh natur contrat tempor difer contrat praz determin prim turm tribun superi trabalh exclu conden impost imediatt trabalh;0.5416113
document apt loc locat comunic intenç reav imóvel respectiv comunic dest vontad cham denúnc contrat notific 30 dia rescis contrat loc artigosdat public nasc lei inquilinat prev tend venc praz contrat loc tant loc locat pod ped rescis porém lei impõ interess obrig notific outr model notific extrajudic rescis contrat prest serviç modelosdat public saggior notific ref contrat prest serviç dat assin notific endereç endereç complet ra soc pesso juríd direit priv inscrit cnpj;0.5415786
desembarg 1ª câm cível decid unanim dar prov recurs prim inst hav perd açã cobranç aluguel atras fiad decis arc desp ano aluguel mont quatr ano atras iptu val total cheg r tod desp recorr honor advocatíci caus discus contrat prime firm apel períod abril 1998 abril 1999 hav cláusul responsabiliz fiad falt inquilin contrat indeterminad prorrog fat acontec sentenç prim grau juiz decid venc contrat manifest dispos continu garant dív fianç independ cláusul contrat obrig efet entreg chav vot rela process de divonc schrein maran explic evoluç jurisprud superi tribun justiç princípi entend prolat sentenç entretant desd 2006 espec após advent lei inquilinat stj entend fiad sim respons contrat indeterminad prorrog adem manutenç respons fiad express garant contrat loc entreg efet princípi obje determin padr comportament segu base lealdad prob integr carát proib comport contraditóri imped exercíci abus direit part contrat cumpr obrig princip acessór finaliz rela font âmbit juríd;0.5413052
suspens temporár contrat trabalh mp arthur silv arthur piment govern feder public med provisór nº institu program emerg manutenç empreg rend final dest mp just assegur empreg trabalh dur est calam públic provoc garant assim estabil temporár bem receb benefíci emerg custe govern mp autoriz tempor empreg reduz salári jorn empreg praz máx 90 dia suspend contrat trabalh praz máx 60 dia fracion doi períod 30 dia reduç salári jorn empreg previs legal art 7º mp requisit preserv val trabalh necess express acord individ escrit encaminh empreg anteced mín 02 dia corr reduç jorn trabalh salári exclusiv percent 25 50 70 suspens contrat trabalh previs legal art 8º mp requisit express acord individ escrit encaminh empreg anteced mín 02 dia corr obs1 empreg nest períod direit tod benefíci conced empreg bem fic autor recolh rgp qual segur facult obs2 empreg precis mant pag fgt dev empreg recolh contribu in acord individ formal acord individ dev encaminh sindicat minist econom praz máx 10 dez dia após celebr possibilit assim inclus empreg program emerg manutenç empreg rend suspens temporár contrat trabalh relaç suspens temporár contrat trabalh acord individ limit empreg possu salári médi inferi r possu cur superi complet salári médi superi r demal situ acord dev providenci mei negoci cole hipótes empreg opt suspens temporár contrat trabalh govern feder irá arc 100 dev empreg calcul part salári nom pod cheg limit r trabalh salári médi acim r excepc empr possu receit brut anual superi r milhã govern feder arc 70 obrig empreg mant pag 30 salári empreg garant provisór empreg form artig 10 incis ii mp fic reconhec garant provisór empreg empreg vi receb benefíci emerg preserv empreg rend decorr reduç jorn trabalh salári suspens temporár contrat trabalh seguint cond dur períod acord reduç jorn trabalh salári suspens temporár contrat trabalh após restabelec jorn trabalh salári encerr suspens temporár contrat trabalh períod equival acord reduç suspens além dis import esclarec tant suspens temporár contrat trabalh quant reduç proporc jorn trabalh salári pod cess trê event hipótes qual cess est calam públic dat estabelec acord individ term encerr períod suspens pactu dat comunic empreg inform empreg sobr decis antecip fim períod suspens pactu ob qualqu des hipótes empreg dev retorn trabalh praz 02 dia corr di expost conclu afirm med adot govern feder têm mérit cri diver mecan vislumbr mant empreg rend cidad brasil assim continu ativ labor além clar diminu impact soc oriund consequ est calam públic provoc;0.540672
tod negoci vem acompanh direit dev part lei nº esclarec detalhad direit dev locat locat term u defin part imóvel alug assim loc part pod pesso físic grup pesso empr pesso juríd locat pod conhec inquilin part faz uso imóvel pertenc outr pesso medi pag aluguel direit locat entreg chav propriet dev entreg imóvel cond uso inquilin fic respons corrig problem defeit anteri loc imóvel alug entreg loc norm feit vist irá determin ambi cond devoluç import ter atenç poi determin imóvel pront entreg propriet imobiliár intermedi loc portant fiqu atent descr imóvel contrat tax administr unidad alug através imobiliár don pag tax administr intermedi impost tax prêmi segur complement contr incêndi dev pag propriet fiqu acord contrat desp inquilin desp condomíni propriet pag desp extraordinár condomíni obr reform ampli estrut integr imóvel pint fach ilumin esquadr extern instal equip seguranç incêndi inden trabalh previdenciár empreg ocorr ant iníci loc respons don imóvel alug dev locat aluguel pag aluguel encarg loc dat estipul zel propriedad cuid resid propriedad est imóvel precis acord moment entreg conform descrit contrat dan imóvel sofr qualqu dan defeit locat pod notific propriet imediat dan caus locat depend famili visit respons faz consert modific proib modific form intern extern imóvel alug consent prévi escrit loc regr condomíni dev pag desp ordinár condomíni além cumpr integr convenç regul intern desp ordinár condomíni inquilin obrig pag entend necessár administr princip salári encarg trabalh contribu previdenciár soc empreg condomíni consum águ esgot gás luz áre comum limp conserv pint instal depend uso comum manutenç conserv repar instal equip hidrául elétr mecân seguranç uso comum manutenç conserv instal equip uso comum destin prát esport laz manutenç conserv elev port eletrôn anten cole ratei sald dev salv refer períod anteri iníci loc;0.5395779
recurs espec nº contrat loc cauç bem famíl impenhor propósit recurs defin imóvel alegad bem famíl oferec cauç imobiliár contrat loc pod objet penh trat cauç contrat loc fal possibil penh imóvel resid famili ministr terc turm superi tribun justiç unanim brasíl df 24 novembr 2020 dat julg ministr nancy andrigh rela;0.53941417
notóri maior relaç empreg inic através contrat experi praz máx legal 90 dia final contrat experi oportun part trabalh empreg praz analis conveni adequ relaç empreg firm obje fic prejudic interrupç ativ empr ra med estatal soluc tal imp empreg empreg pod através adit contrat suspend praz contrat experi dur dia trabalh respald art 2º mp prev dispos pactu empreg empreg dur períod calam sobrepõ lei instrument cole;0.53874385
